hhidde,Sample,Sample_Type,read_count,r1_average_quality,r2_average_quality,unfiltered_closed_otu_count,filtered_closed_otu_count,unfiltered_de_novo_otu_count,filtered_de_novo_otu_count,unfiltered_swarm_otu_count,filtered_swarm_otu_count,sex,age
136,H08143956,Human,99714,31.3,27.2,1369,475,9119,1762,5044,1446,,
136,Z08152118,Living Space,89656,30.3,25.4,,,6230,1556,4792,1195,,
136,Z08152120,Chicken,50570,24.806,23.162,,,1219,732,999,786,Female,Adult
136,Z08152121,Cow,109933,31.3,27,514,331,14639,3161,12647,2596,Male,5
138,H08143682,Human,53878,31.2,26.7,1053,433,5745,1735,3477,1395,,
138,Z08152239,Cow,275798,31.2,26.7,682,400,21859,2850,20666,2380,Male,2
138,Z08152240,Chicken,10099,30.9,26.4,,,,,946,885,Female,Adult
138,Z08152242,Living Space,104702,24.264,23.113,323,302,4272,2255,2619,1444,,
139,H08143697,Human,27884,31.1,26.3,826,462,3357,1629,2556,1378,,
139,Z08152208,Cow,43409,30.9,26.6,,,7271,2857,5614,2339,Female,4
140,H08143695,Human,51855,30.3,27.5,746,345,4660,1728,1999,953,Male,45.99589
140,Z08152225,Cow,21685,30.2,26.9,,,4914,3333,,,Female,5
140,Z08152228,Cooking Area - Inside,52546,30.8,26.7,373,162,2732,787,1437,415,,
141,H08143976,Human,53186,29.8,26.8,1016,403,4427,1559,2873,1411,Male,64.26283
141,H08143977,Human,38055,30,26.7,1160,560,3365,1422,3055,1711,Female,39.22792
141,Z08152212,Cooking Area - Outside,18215,32.5,26.7,623,428,3152,1865,1823,1193,,
141,Z08152213,Living Space,122038,30.8,27.568,1103,379,9723,1935,3790,735,,
141,Z08152214,Cow,81462,31.2,26.1,544,249,11493,2840,8791,2157,Male,3 years 4 months
143,H08143696,Human,171872,30.8,26.8,946,401,7282,1496,6834,1308,Male,58.44764
143,Z08152203,Cow,37544,31.4,27.4,,,7515,3209,4229,2392,Female,4
144,H08143953,Human,90503,30.1,27.2,1256,490,8168,1829,4202,1529,Male,31.50719
144,H08143954,Human,51811,30.3,27.5,1511,552,5719,1773,3705,1639,,
144,Z08152078,Cooking Area - Outside,69748,29.8,26.7,513,389,6803,2145,2988,1184,,
144,Z08152079,Living Space,79100,27.809,26.694,745,339,4433,1376,2044,554,,
144,Z08152080,Cow,28030,30.2,26.1,,,5174,3079,3209,2733,Female,60 months
146,H08143968,Human,18529,29.9,26.8,743,403,1835,1214,1736,1416,Female,34.43121
146,Z08152068,Cooking Area - Inside,70717,30.9,26.2,1055,658,10368,2800,4521,1458,,
146,Z08152072,Chicken,41204,32.7,27.6,298,138,2178,774,1721,792,Female,Adult
147,H08143948,Human,284493,31.2,27.2,879,292,6848,1030,5257,935,Female,34.49692
147,Z08152096,Cow,92472,30.1,27.4,360,316,11551,2970,7630,2327,Male,5
148,H08143951,Human,18517,30.2,27.5,816,467,2205,1501,1837,1481,Male,43.03901
148,Z08152067,Cow,59130,30.7,26.6,,,9245,3373,6445,2273,Female,60 MONTHS
149,H08143686,Human,30531,30.7,25.9,811,372,3732,1725,1967,1141,,
149,H08143687,Human,10239,33.3,25.7,568,335,1551,1242,1065,887,Male,38.43943
149,Z08161302,Cooking Area - Inside,16891,32.6,26.8,,,1962,1270,1856,1128,,
149,Z08161303,Chicken,167848,30.8,26.2,371,188,4939,1178,3101,842,Female,Adult
151,H08143689,Human,53041,31,27,952,427,4175,1391,2901,1184,Female,46.22587
151,Z08152191,Cow,31133,33.1,27.2,,,6950,2967,3952,2254,Female,3
152,H08143691,Human,9030,31.3,25,282,263,,,,,,
152,Z08161310,Cow,37840,30.2,26.9,545,512,5323,2641,3417,2230,Male,2 4 months
153,H08143950,Human,101606,30.9,25.7,666,361,5027,1285,4926,1314,Male,40.70636
153,Z08152085,Cow,81775,30.5,27.5,383,319,12912,3518,6365,2555,Female,5
153,Z08152087,Chicken,40131,30.2,26.1,253,113,1572,683,1481,789,Male,Adult
154,H08143693,Human,21059,33.5,27.1,,,1443,804,1098,658,Female,48.62423
154,H08143694,Human,118352,30.8,26.3,718,346,4796,1196,4762,1110,Female,23.88501
154,Z08152200,Cow,19790,30.4,26.3,,,4311,3158,2765,2165,Female,4
156,H08143962,Human,35006,30.3,26.6,600,293,3287,1329,1569,945,Male,58.48049
156,Z08152090,Cooking Area - Inside,29453,30.654,27.021,,,3673,1703,1351,662,,
156,Z08152093,Cow,257780,30.6,26.6,385,253,19094,3052,15738,2083,Female,3
157,H08143690,Human,40480,31.2,27.5,861,390,4653,1717,2833,1340,,
157,Z08152184,Chicken,51679,31.1,26,,,1880,857,1175,520,Female,Adult
157,Z08152185,Cow,124029,30,27.3,745,428,11681,2806,7940,2292,Female,3 yrs
157,Z08161311,Cooking Area - Inside,17203,32.7,26.8,,,2987,1885,1777,1190,,
158,H08143947,Human,38985,31.4,26.7,1105,561,5338,2152,2976,1415,,
158,Z08152098,Cow,47553,31.1,27,312,305,7237,2634,4671,1888,Female,5
159,H08143678,Human,107953,30.5,26.4,1326,422,8581,1776,3331,1164,Female,16.3614
159,H08143685,Human,53120,30.3,27.4,908,493,5685,2025,2908,1417,Female,35.38398
159,Z08161298,Cow,32690,30.1,26.8,,,5105,2827,3148,2387,Female,5 yrs
159,Z08161299,Living Space,55480,30.7,25.4,368,281,5070,1956,3354,1373,,
161,H08143683,Human,351908,30.9,27,935,283,7394,1089,5436,1063,Male,27.43327
161,H08143684,Human,120498,30.9,26.7,566,208,3437,1074,2665,786,,
161,Z08152035,Cooking Area - Inside,87885,30.7,26.5,678,419,8265,2242,5517,1636,,
161,Z08152037,Chicken,79555,31.4,26.5,,,2754,681,2268,822,Male,Adult
161,Z08152038,Cow,56064,30.2,26.2,686,450,7378,2633,3874,2059,Female,6 yrs
163,H08143688,Human,49164,31.2,26.4,1076,462,5268,1662,3632,1428,,
163,Z08161305,Cow,28706,33.2,27.3,,,6723,3069,4168,2293,Female,4 yrs
163,Z08161306,Chicken,19389,33.2,27,,,333,186,310,214,Male,Adult
164,H08143692,Human,19259,33.7,26.4,576,241,1686,858,1062,594,Male,20.07392
164,Z08152198,Cow,90801,30.4,25.8,513,303,12399,3141,5338,2084,Male,3
165,H08143886,Human,46911,32.3,27.1,824,274,4388,1312,1898,786,Female,33.80698
165,Z08151817,Cow,144222,30.2,26.4,767,431,13083,2842,8670,2391,Female,2
166,H08143755,Human,48723,30.4,27.1,1183,517,4286,1548,3385,1605,,
166,H08143756,Human,23502,33.4,26.9,,,923,504,678,285,Female,37.81519
168,H08143759,Human,29167,33.4,27.6,731,299,3255,1241,1885,843,,
168,Z08151959,Cooking Area - Inside,39364,26.2,23.3,,,1476,1142,1545,1103,,
168,Z08151960,Cow,21884,30.7,27.8,,,3403,2402,,,Male,adult
169,H08143885,Human,68709,31.1,27.1,964,442,5144,1427,3576,1202,,
169,Z08151796,Cow,37538,30.3,27.5,360,272,4044,2036,2590,1605,Female,4
170,H08143757,Human,24285,30.4,27.1,894,467,2810,1600,2278,1546,Female,64.22998
170,Z08151949,Cooking Area - Inside,26206,30.9,26.8,,,1665,949,2008,1101,,
171,H08143884,Human,99519,31.2,27,1134,419,7641,1636,4736,1357,Female,52.3039
171,Z08151799,Cow,204151,30.5,27,762,357,12925,2222,8735,1770,Female,2
171,Z08151800,Living Space,191297,31.164,27.958,423,127,8476,1511,3535,607,,
171,Z08151801,Chicken,168227,26,23.6,,,2480,726,1900,821,Female,9 months
172,H08143882,Human,44303,30.1,26.6,932,423,3664,1388,2683,1394,Female,29.56879
172,Z08151810,Cow,55706,30.4,27.4,515,428,7163,2725,4917,2474,Female,4
173,H08143946,Human,201724,30.8,26.8,783,287,6036,1121,5826,975,Female,53.51951
173,Z08152104,Cow,41646,31.3,27.5,,,4889,2084,3064,1327,Female,2
174,H08143940,Human,128571,30.5,26.6,1763,569,11258,2080,4949,1421,,
174,Z08152143,Living Space,46568,27.268,25.682,380,197,2189,1276,1620,888,,
174,Z08152144,Cow,228775,31.1,26.3,861,376,19217,2774,16894,2222,Female,2 years 4 months
175,H08143945,Human,20099,33.4,25.7,860,467,2954,1577,1969,1048,Female,53.22382
175,Z08152138,Cow,218849,31.3,26.9,675,419,17748,2715,17453,2316,Female,6
175,Z08152139,Cooking Area - Inside,61024,27.874,26.432,175,160,3612,1717,2602,1305,,
175,Z08152141,Living Space,34074,27.7,23.9,,,3946,2473,2675,1678,,
176,H08143904,Human,120356,31.8,27.4,,,4874,1097,2429,768,,
176,Z08151727,Cow,38999,30.1,26.8,924,558,6454,2996,4243,2526,Female,4
176,Z08151729,Cooking Area - Inside,37106,32.6,26.4,,,1487,599,1759,658,,
177,H08143737,Human,76508,31.6,27.2,,,3116,839,1552,584,Male,20.27105
177,Z08151887,Cow,11449,30.9,26.2,117,94,,,,,Female,3.5
177,Z08151888,Living Space,28059,28.143,25.327,,,1123,855,1137,799,,
178,H08143728,Human,14222,31.2,26,192,188,1581,1283,1027,770,,
178,H08143732,Human,65626,30.1,27.2,1396,445,6905,1853,3600,1495,Male,66.13552
178,Z08151875,Cow,27271,33.5,26,315,156,4651,2080,2739,1187,Female,3
178,Z08151877,Cooking Area - Inside,92633,28.163,26.494,318,116,4452,1433,2015,727,,
180,H08143901,Human,34779,33.3,26.1,816,374,4083,1386,2314,957,Male,22.50513
180,Z08151745,Cooking Area - Inside,32025,32.7,27.7,335,129,2762,1172,1449,596,,
180,Z08151746,Living Space,173259,31.189,28.362,411,152,7930,1568,3855,817,,
181,H08143731,Human,17497,33.7,27.5,659,337,2548,1305,1496,879,,
181,Z08151870,Living Space,62845,27.483,25.48,175,88,2112,1032,1123,463,,
182,H08143906,Human,1027659,29.3,27.9,2418,297,32618,1613,6544,820,Female,35.18686
182,H08143907,Human,217689,31.4,27.2,1432,273,10116,1233,3419,831,Female,42.38193
